Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Churn_Label,Tenure_Bucket,Total_Addon_Services,Avg_Monthly_Revenue,Extra_Charges_Total,Extra_Charge_Ratio,Refund_Ratio,Is_Long_Term_Contract,Has_Value_Deal,Is_High_Spender,Has_Referrals,Is_Senior,Customer_Category
26363-KER,Female,32,Yes,Kerala,3,34,No Deal,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.45,159.2,0.0,0,15.6,174.8,Stayed,,,0,25-48mo,0,5.141176470588236,15.6,0.08924485125858123,0.0,0,0,0,1,0,Medium-Risk
49975-MAD,Female,77,Yes,Madhya Pradesh,3,25,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,3734.25,0.0,0,1800.82,5535.07,Churned,Dissatisfaction,Service dissatisfaction,1,25-48mo,4,221.40279999999998,1800.82,0.32534728558085085,0.0,0,1,1,1,1,High-Risk
62078-GUJ,Male,40,No,Gujarat,14,5,Deal 3,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.8,635.9,46.07,0,1514.36,2104.19,Stayed,,,0,0-6mo,0,420.838,1514.36,0.7196878608870871,0.02189441067584201,0,1,0,1,0,Medium-Risk
78843-WES,Male,35,No,West Bengal,14,7,No Deal,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.2,387.4,0.0,0,602.3,989.7,Stayed,,,0,7-12mo,0,141.3857142857143,602.3,0.6085682530059613,0.0,1,0,0,1,0,Medium-Risk
68581-AND,Female,76,No,Andhra Pradesh,14,7,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,113.65,7714.65,24.36,0,2477.3,10167.59,Stayed,,,0,7-12mo,7,1452.5128571428572,2477.3,0.24364672454337755,0.0023958479836421413,1,0,1,1,1,Premium-Ready
25268-TAM,Male,67,Yes,Tamil Nadu,15,21,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.95,68.95,0.0,0,21.65,90.6,Churned,Dissatisfaction,Limited range of services,1,13-24mo,1,4.314285714285714,21.65,0.23896247240618101,0.0,0,1,0,1,1,High-Risk
55696-WES,Male,24,Yes,West Bengal,7,3,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9,324.3,0.0,0,172.24,496.54,Churned,Competitor,Competitor had better devices,1,0-6mo,3,165.51333333333335,172.24,0.34688041245418294,0.0,0,1,0,1,0,High-Risk
49889-HAR,Female,23,No,Haryana,1,11,Deal 2,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.65,1020.75,19.32,0,980.73,1982.16,Stayed,,,0,7-12mo,0,180.19636363636366,980.73,0.4947784235379586,0.009746942729143964,1,1,0,1,0,Medium-Risk
58800-BIH,Male,56,No,Bihar,13,21,Deal 3,Yes,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,62.15,2215.45,0.0,0,858.55,3074.0,Stayed,,,0,13-24mo,3,146.38095238095238,858.55,0.2792940793754066,0.0,1,1,0,1,0,Loyal
35822-UTT,Male,59,No,Uttar Pradesh,9,9,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.9,2723.15,0.0,0,959.1,3682.25,Stayed,,,0,7-12mo,4,409.1388888888889,959.1,0.26046574784438864,0.0,0,0,1,1,0,Medium-Risk
32845-KAR,Female,57,No,Karnataka,11,21,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.25,743.75,0.0,0,79.04,822.79,Stayed,,,0,13-24mo,3,39.18047619047619,79.04,0.09606339406166824,0.0,0,1,1,1,0,Loyal
48291-UTT,Female,60,Yes,Uttar Pradesh,6,36,No Deal,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,99.95,0.0,0,0.0,99.95,Stayed,,,0,25-48mo,1,2.776388888888889,0.0,0.0,0.0,0,0,0,1,1,Medium-Risk
73335-GUJ,Female,20,Yes,Gujarat,3,2,Deal 4,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.3,185.2,0.0,0,454.2,639.4,Stayed,,,0,0-6mo,0,319.7,454.2,0.7103534563653425,0.0,1,1,0,1,0,Medium-Risk
48321-WES,Female,18,No,West Bengal,2,3,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,104.9,7537.5,0.0,0,2964.96,10502.46,Stayed,,,0,0-6mo,7,3500.8199999999997,2964.96,0.2823110014225239,0.0,1,0,1,1,0,Premium-Ready
16346-HAR,Female,74,Yes,Haryana,2,18,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.7,93.7,0.0,0,82.86,176.56,Churned,Competitor,Competitor offered more data,1,13-24mo,1,9.80888888888889,82.86,0.4693022202084277,0.0,0,1,0,1,1,High-Risk
87534-TAM,Female,49,Yes,Tamil Nadu,13,15,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.4,1676.95,0.0,0,769.12,2446.07,Churned,Competitor,Competitor had better devices,1,13-24mo,2,163.07133333333334,769.12,0.31443090344920627,0.0,0,1,0,1,0,High-Risk
92278-HAR,Male,37,Yes,Haryana,9,34,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.4,5236.4,0.0,0,1810.5,7046.9,Stayed,,,0,25-48mo,7,207.26176470588234,1810.5,0.2569214832053811,0.0,1,0,1,1,0,Premium-Ready
72512-DEL,Female,44,Yes,Delhi,9,2,No Deal,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.85,1326.35,0.0,0,1195.64,2521.99,Stayed,,,0,0-6mo,0,1260.995,1195.64,0.47408594007113436,0.0,1,0,0,1,0,Medium-Risk
55046-BIH,Female,51,Yes,Bihar,3,6,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,81.0,818.05,0.0,0,495.0,1313.05,Churned,Attitude,Attitude of support person,1,0-6mo,2,218.84166666666667,495.0,0.37698488252541795,0.0,0,1,0,1,0,High-Risk
82868-MAD,Female,22,Yes,Madhya Pradesh,4,4,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,2983.8,0.0,0,351.9,3335.7,Churned,Dissatisfaction,Service dissatisfaction,1,0-6mo,5,833.925,351.9,0.10549509848007914,0.0,0,1,1,1,0,High-Risk
36832-UTT,Male,31,No,Uttar Pradesh,11,1,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,2265.25,0.0,0,754.87,3020.12,Churned,Attitude,Attitude of support person,1,0-6mo,2,3020.12,754.87,0.24994702197263685,0.0,0,1,0,1,0,High-Risk
73644-CHH,Female,70,Yes,Chhattisgarh,8,22,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,1520.9,0.0,0,236.4,1757.3,Churned,Attitude,Attitude of support person,1,13-24mo,2,79.87727272727273,236.4,0.13452455471461902,0.0,0,0,0,1,1,High-Risk
85862-TAM,Female,27,No,Tamil Nadu,7,22,No Deal,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.15,476.8,0.0,0,0.0,476.8,Stayed,,,0,13-24mo,1,21.672727272727272,0.0,0.0,0.0,0,0,0,1,0,Medium-Risk
23679-TEL,Male,23,Yes,Telangana,4,11,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.6,2901.8,0.0,0,1551.68,4453.48,Stayed,,,0,7-12mo,3,404.86181818181814,1551.68,0.3484196628254759,0.0,0,0,0,1,0,Medium-Risk
97318-MAH,Female,20,No,Maharashtra,0,5,No Deal,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.1,1326.25,0.0,0,1587.6,2913.85,Stayed,,,0,0-6mo,0,582.77,1587.6,0.5448461657257581,0.0,1,0,0,0,0,Medium-Risk
44605-HAR,Male,40,No,Haryana,7,28,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,103.75,7346.2,0.0,130,1188.0,8664.2,Stayed,,,0,25-48mo,5,309.4357142857143,1318.0,0.15212021883151358,0.0,1,0,1,1,0,Premium-Ready
32630-KAR,Male,65,Yes,Karnataka,0,16,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,1058.6,0.0,0,284.44,1343.04,Churned,Price,Long distance charges,1,13-24mo,3,83.94,284.44,0.21178818203478675,0.0,0,0,0,0,1,High-Risk
99629-UTT,Female,77,No,Uttar Pradesh,11,24,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,819.4,0.0,0,323.6,1143.0,Churned,Attitude,Attitude of support person,1,13-24mo,4,47.625,323.6,0.28311461067366583,0.0,0,1,1,1,1,High-Risk
69203-PUN,Female,68,No,Punjab,12,9,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,2043.45,0.0,0,207.75,2251.2,Churned,Price,Extra data charges,1,7-12mo,3,250.13333333333333,207.75,0.09228411513859276,0.0,0,1,0,1,1,High-Risk
99374-UTT,Female,81,No,Uttar Pradesh,10,34,No Deal,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,81.7,1820.9,29.88,0,515.46,2306.48,Stayed,,,0,25-48mo,3,67.83764705882353,515.46,0.2234834032811904,0.012954805591203912,1,0,0,1,1,Loyal
95760-PUN,Female,45,No,Punjab,8,24,No Deal,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.25,835.5,0.0,0,1921.5,2757.0,Stayed,,,0,13-24mo,0,114.875,1921.5,0.6969532100108814,0.0,1,0,0,1,0,Loyal
55768-PUN,Female,62,No,Punjab,1,8,Deal 2,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,43.7,2696.55,0.0,0,0.0,2696.55,Stayed,,,0,7-12mo,5,337.06875,0.0,0.0,0.0,1,1,0,1,1,Loyal
37887-AND,Female,21,Yes,Andhra Pradesh,9,5,No Deal,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,72.1,2495.15,0.0,0,353.85,2849.0,Stayed,,,0,0-6mo,5,569.8,353.85,0.1242014742014742,0.0,1,0,0,1,0,Loyal
14456-AND,Female,52,No,Andhra Pradesh,13,4,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.8,2971.7,0.0,0,742.8,3714.5,Stayed,,,0,0-6mo,2,928.625,742.8,0.19997307847624174,0.0,0,1,0,1,0,Medium-Risk
43023-BIH,Male,69,No,Bihar,4,11,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,86.05,0.0,0,38.78,124.83,Churned,Competitor,Competitor had better devices,1,7-12mo,2,11.348181818181818,38.78,0.3106625010013619,0.0,0,0,0,1,1,High-Risk
27151-HAR,Female,31,Yes,Haryana,6,7,No Deal,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,83.3,6042.7,0.0,80,1762.56,7885.26,Stayed,,,0,7-12mo,6,1126.4657142857143,1842.56,0.23367143252093145,0.0,1,0,0,1,0,Premium-Ready
29994-UTT,Male,68,No,Uttar Pradesh,2,30,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,110.6,7210.85,0.0,0,2929.08,10139.93,Stayed,,,0,25-48mo,6,337.9976666666667,2929.08,0.288865899468734,0.0,1,0,1,1,1,Premium-Ready
83612-MAH,Male,46,Yes,Maharashtra,2,25,Deal 4,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.8,1023.85,0.0,0,78.8,1102.65,Stayed,,,0,25-48mo,2,44.106,78.8,0.0714641998821022,0.0,0,1,0,1,0,Medium-Risk
68494-MAH,Female,34,No,Maharashtra,11,27,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.95,1267.95,0.0,0,797.6,2065.55,Stayed,,,0,25-48mo,2,76.50185185185185,797.6,0.38614412626177047,0.0,0,1,0,1,0,Medium-Risk
67175-HAR,Female,61,No,Haryana,0,8,No Deal,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,96.05,4399.5,0.0,80,284.28,4763.78,Churned,Price,Extra data charges,1,7-12mo,3,595.4725,364.28,0.07646868663120462,0.0,0,0,1,0,1,High-Risk
22847-GUJ,Female,84,Yes,Gujarat,14,23,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,112.4,8046.85,0.0,0,1096.56,9143.41,Stayed,,,0,13-24mo,6,397.53956521739127,1096.56,0.11992899804339956,0.0,1,1,1,1,1,Premium-Ready
84106-CHH,Male,65,No,Chhattisgarh,14,34,Deal 4,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24.1,439.2,0.0,0,275.12,714.32,Stayed,,,0,25-48mo,0,21.009411764705884,275.12,0.38514951282338444,0.0,0,1,0,1,1,Medium-Risk
43916-AND,Male,41,Yes,Andhra Pradesh,9,13,No Deal,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,94.65,2649.15,0.0,0,1174.21,3823.36,Churned,Other,Don't know,1,13-24mo,5,294.1046153846154,1174.21,0.3071146844660194,0.0,0,0,1,1,0,High-Risk
99122-HAR,Female,61,No,Haryana,5,16,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.15,6792.45,0.0,0,1082.25,7874.7,Stayed,,,0,13-24mo,6,492.16875,1082.25,0.1374338070021715,0.0,1,0,1,1,1,Premium-Ready
47736-GUJ,Female,71,Yes,Gujarat,13,1,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.85,5588.8,0.0,0,3008.3,8597.1,Stayed,,,0,0-6mo,3,8597.1,3008.3,0.34992032196903605,0.0,0,0,0,1,1,Medium-Risk
76682-AND,Male,60,Yes,Andhra Pradesh,7,32,Deal 3,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,49.8,1971.15,0.0,0,153.27,2124.42,Stayed,,,0,25-48mo,2,66.388125,153.27,0.07214675064252832,0.0,1,1,0,1,1,Loyal
43844-HAR,Female,55,No,Haryana,13,9,No Deal,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,70.4,1849.2,0.0,0,2878.56,4727.76,Stayed,,,0,7-12mo,0,525.3066666666667,2878.56,0.6088633940809177,0.0,1,0,0,1,0,Premium-Ready
21506-PUD,Male,58,Yes,Puducherry,0,1,Deal 2,No,No,Yes,Cable,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,41.9,1875.25,0.0,0,0.0,1875.25,Stayed,,,0,0-6mo,4,1875.25,0.0,0.0,0.0,1,1,0,0,0,Loyal
62867-GUJ,Female,31,No,Gujarat,12,13,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,100.15,6643.5,0.0,0,2380.3,9023.8,Stayed,,,0,13-24mo,5,694.1384615384615,2380.3,0.26378022562556797,0.0,1,1,1,1,0,Premium-Ready
85280-ODI,Female,62,Yes,Odisha,7,4,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,104.75,5841.35,36.52,0,1547.84,7352.67,Stayed,,,0,0-6mo,5,1838.1675,1547.84,0.2105140037564585,0.004966903179389256,1,0,1,1,1,Premium-Ready
14268-UTT,Male,68,Yes,Uttar Pradesh,7,18,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.0,86.0,0.0,0,28.82,114.82,Churned,Competitor,Competitor made better offer,1,13-24mo,4,6.378888888888889,28.82,0.25100156767113746,0.0,0,1,0,1,1,High-Risk
24498-MAH,Female,76,No,Maharashtra,3,32,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.5,2868.15,0.0,0,234.21,3102.36,Churned,Price,Extra data charges,1,25-48mo,1,96.94875,234.21,0.07549413994507408,0.0,0,1,0,1,1,High-Risk
22520-TAM,Female,32,No,Tamil Nadu,9,12,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.9,44.9,0.0,0,41.78,86.68,Churned,Dissatisfaction,Lack of self-service on Website,1,7-12mo,1,7.223333333333334,41.78,0.48200276880479925,0.0,0,1,0,1,0,High-Risk
17481-MAD,Female,82,No,Madhya Pradesh,3,22,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.35,567.8,0.0,0,48.36,616.16,Stayed,,,0,13-24mo,3,28.007272727272724,48.36,0.07848610750454428,0.0,1,1,0,1,1,Loyal
89024-MAH,Female,78,Yes,Maharashtra,2,28,No Deal,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,73.25,4054.2,17.16,0,2088.8,6125.84,Stayed,,,0,25-48mo,5,218.78,2088.8,0.3409818082091599,0.0028012484818408577,1,0,0,1,1,Premium-Ready
15681-MAH,Female,55,Yes,Maharashtra,2,26,No Deal,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,85.05,3355.65,38.15,0,576.4,3893.9,Stayed,,,0,25-48mo,3,149.76538461538462,576.4,0.1480264002670844,0.009797375382007756,1,0,0,1,0,Premium-Ready
37569-KER,Male,34,Yes,Kerala,9,32,Deal 5,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,413.25,0.0,0,78.7,491.95,Stayed,,,0,25-48mo,4,15.3734375,78.7,0.1599756072771623,0.0,0,1,0,1,0,Loyal
21857-JHA,Female,30,Yes,Jharkhand,5,30,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.0,7250.15,0.0,0,853.3,8103.45,Churned,Attitude,Attitude of service provider,1,25-48mo,6,270.115,853.3,0.10530082865939816,0.0,1,1,1,1,0,High-Risk
33472-HAR,Female,77,No,Haryana,0,16,No Deal,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,73.85,196.4,0.0,0,139.95,336.35,Joined,,,0,13-24mo,2,21.021875,139.95,0.4160844358555076,0.0,1,0,0,0,1,Medium-Risk
49273-PUD,Female,45,Yes,Puducherry,11,15,Deal 5,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Mailed Check,59.5,130.5,0.0,0,85.1,215.6,Joined,,,0,13-24mo,4,14.373333333333333,85.1,0.3947124304267161,0.0,1,1,0,1,0,Loyal
91505-HAR,Female,35,No,Haryana,7,26,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.1,44.1,0.0,0,4.41,48.51,Churned,Competitor,Competitor made better offer,1,25-48mo,1,1.8657692307692306,4.41,0.09090909090909091,0.0,0,1,0,1,0,High-Risk
98198-WES,Female,61,Yes,West Bengal,1,7,Deal 2,No,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,55.5,3166.9,0.0,0,0.0,3166.9,Stayed,,,0,7-12mo,6,452.4142857142857,0.0,0.0,0.0,1,1,0,1,1,Loyal
75259-AND,Female,38,Yes,Andhra Pradesh,3,14,No Deal,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.75,956.65,0.0,0,390.78,1347.43,Stayed,,,0,13-24mo,2,96.245,390.78,0.2900187764856059,0.0,0,0,0,1,0,Medium-Risk
14653-PUN,Female,24,No,Punjab,11,9,No Deal,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.0,185.4,0.0,0,393.9,579.3,Stayed,,,0,7-12mo,0,64.36666666666666,393.9,0.6799585706887623,0.0,0,0,0,1,0,Medium-Risk
92694-TAM,Female,74,No,Tamil Nadu,6,15,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,116.25,7862.25,0.0,0,215.82,8078.07,Stayed,,,0,13-24mo,7,538.538,215.82,0.026716777646145676,0.0,1,0,1,1,1,Premium-Ready
68410-UTT,Female,34,No,Uttar Pradesh,14,4,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.9,4557.5,0.0,0,2586.08,7143.58,Stayed,,,0,0-6mo,3,1785.895,2586.08,0.36201456412611044,0.0,1,0,0,1,0,Premium-Ready
68126-KAR,Female,71,Yes,Karnataka,10,21,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,69.65,0.0,0,31.13,100.78,Churned,Attitude,Attitude of service provider,1,13-24mo,1,4.799047619047619,31.13,0.30889065290732287,0.0,0,0,0,1,1,High-Risk
29999-CHH,Female,46,Yes,Chhattisgarh,11,23,Deal 1,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,47.6,3377.8,0.0,0,0.0,3377.8,Stayed,,,0,13-24mo,5,146.8608695652174,0.0,0.0,0.0,1,1,0,1,0,Loyal
27314-WES,Female,26,No,West Bengal,12,28,Deal 2,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,64.65,3665.55,0.0,0,2705.92,6371.47,Stayed,,,0,25-48mo,4,227.5525,2705.92,0.42469320266751626,0.0,1,1,0,1,0,Premium-Ready
21036-TAM,Male,67,Yes,Tamil Nadu,12,23,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.35,2238.5,0.0,0,779.76,3018.26,Churned,Competitor,Competitor had better devices,1,13-24mo,4,131.2286956521739,779.76,0.25834752473279304,0.0,0,0,1,1,1,High-Risk
27501-TEL,Female,33,No,Telangana,5,26,No Deal,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.0,20.0,0.0,0,46.77,66.77,Churned,Attitude,Attitude of service provider,1,25-48mo,0,2.568076923076923,46.77,0.7004642803654336,0.0,0,0,0,1,0,High-Risk
73762-UTT,Female,39,Yes,Uttar Pradesh,9,19,Deal 2,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.75,4264.25,0.0,0,888.8,5153.05,Stayed,,,0,13-24mo,6,271.21315789473687,888.8,0.17248037569982824,0.0,1,1,0,1,0,Premium-Ready
62027-KER,Male,54,Yes,Kerala,8,23,Deal 2,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.7,828.85,0.0,0,1344.84,2173.69,Stayed,,,0,13-24mo,0,94.50826086956522,1344.84,0.6186898775814398,0.0,1,1,0,1,0,Medium-Risk
55639-GUJ,Female,37,Yes,Gujarat,2,7,No Deal,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.15,3875.4,0.0,0,745.5,4620.9,Stayed,,,0,7-12mo,5,660.1285714285714,745.5,0.16133220801142636,0.0,0,0,1,1,0,Medium-Risk
29555-BIH,Male,69,No,Bihar,4,16,Deal 4,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,300.4,0.0,0,119.56,419.96,Stayed,,,0,13-24mo,0,26.2475,119.56,0.2846937803600343,0.0,0,1,0,1,1,Medium-Risk
91408-MAH,Female,78,No,Maharashtra,5,33,No Deal,No,No,Yes,Cable,No,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,34.55,362.6,0.0,0,0.0,362.6,Stayed,,,0,25-48mo,2,10.987878787878788,0.0,0.0,0.0,1,0,0,1,1,Loyal
44639-UTT,Female,27,No,Uttar Pradesh,3,25,Deal 4,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.25,555.4,0.0,0,571.56,1126.96,Stayed,,,0,25-48mo,0,45.0784,571.56,0.5071697309576204,0.0,1,1,0,1,0,Loyal
78937-TAM,Male,41,Yes,Tamil Nadu,12,27,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,2347.9,19.67,0,191.68,2519.91,Churned,Other,Don't know,1,25-48mo,1,93.33,191.68,0.07606620871380328,0.007805834335353248,0,0,0,1,0,High-Risk
